"RelativePath","Line","Integration","Text"
"SERVICES\BusinessOperationsBridgeService.js","283","linkedin","if (p.toLowerCase() === ""linkedin"") return ""LinkedIn"";"
"SERVICES\BusinessOperationsBridgeService.js","284","GOOGLE","if (p.toUpperCase() === ""GOOGLE"") return ""GOOGLE"";"
"SERVICES\BusinessOperationsBridgeService.js","303","instantly","if (/instantly|campaign|email|lead|outbound|revenue|sales|crm|pipeline|proposal|deal/.test(text)) {"
"SERVICES\BusinessOperationsBridgeService.js","319","linkedin","if (/linkedin|post|article|comment|engagement/.test(text)) {"
"SERVICES\BusinessOperationsBridgeService.js","320","LinkedIn","return ""LinkedIn"";"
"SERVICES\CapabilityRegistryService.js","173","instantly","if (p.includes(""instantly"") || p.includes(""campaign"") || p.includes(""outbound"")) {"
"SERVICES\CapabilityRegistryService.js","399","Instantly","outbound_campaign_operations: ""Can operate Instantly and outbound email campaigns."","
"SERVICES\CommandIntentPlannerService.js","124","instantly","/review instantly/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","125","instantly","/instantly health/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","134","google","/google workspace/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","135","gmail","/gmail/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","136","calendar","/calendar/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","143","linkedin","/linkedin/.test(text) ||"
"SERVICES\CommandIntentPlannerService.js","182","instantly","if (/instantly/.test(text)) return ""INSTANTLY_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","183","google","if (/google|gmail|workspace/.test(text)) return ""GOOGLE_WORKSPACE_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","189","instantly","if (/instantly|campaign|deliverability|bounce/.test(text)) return ""INSTANTLY_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","190","linkedin","if (/linkedin/.test(text)) return ""LINKEDIN_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","191","google","if (/google|gmail|workspace/.test(text)) return ""GOOGLE_WORKSPACE_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","255","INSTANTLY","if (workflow === ""INSTANTLY_REVIEW"") return ""INSTANTLY"";"
"SERVICES\CommandIntentPlannerService.js","257","LinkedIn","if (workflow === ""LINKEDIN_REVIEW"") return ""LinkedIn"";"
"SERVICES\CommandIntentPlannerService.js","258","GOOGLE","if (workflow === ""GOOGLE_WORKSPACE_REVIEW"") return ""GOOGLE"";"
"SERVICES\CommandIntentPlannerService.js","289","INSTANTLY","if (provider === ""INSTANTLY"") {"
"SERVICES\CommandIntentPlannerService.js","296","LinkedIn","if (provider === ""LinkedIn"") return ""LINKEDIN_REVIEW"";"
"SERVICES\CommandIntentPlannerService.js","297","GOOGLE","if (provider === ""GOOGLE"") return ""GOOGLE_WORKSPACE_STATUS"";"
"SERVICES\CommandIntentPlannerService.js","308","INSTANTLY","if (provider === ""INSTANTLY"") return ""INSTANTLY"";"
"SERVICES\CommandIntentPlannerService.js","313","LinkedIn","provider === ""LinkedIn"" ||"
"SERVICES\CommandIntentPlannerService.js","314","GOOGLE","provider === ""GOOGLE"""
"SERVICES\ControlledWritePolicyService.js","34","instantly","instantly: {"
"SERVICES\ControlledWritePolicyService.js","82","instantly","const writeEnabled = globalWriteEnabled && (provider !== ""instantly"" || instantlyWriteEnabled);"
"SERVICES\ControlledWriteService.js","7","instantly","const instantly = require(""./InstantlyControlledWriteService"");"
"SERVICES\ControlledWriteService.js","20","instantly","const provider = String(input.provider || ""instantly"").toLowerCase();"
"SERVICES\ControlledWriteService.js","28","instantly","} else if (provider === ""instantly"") {"
"SERVICES\ControlledWriteService.js","29","instantly","result = await instantly.execute({ ...input, operation });"
"SERVICES\COO_V11_RealWorldAgent.js","25","gmail","this.gmailConfig = config.gmail || {};"
"SERVICES\COO_V11_RealWorldAgent.js","26","instantly","this.instantlyConfig = config.instantly || {};"
"SERVICES\COO_V11_RealWorldAgent.js","31","GMAIL","// ðŸ“¬ REAL GMAIL EXECUTION"
"SERVICES\COO_V11_RealWorldAgent.js","41","GMAIL","// REAL GMAIL API CALL (placeholder endpoint structure)"
"SERVICES\COO_V11_RealWorldAgent.js","65","INSTANTLY","// âš¡ INSTANTLY EXECUTION"
"SERVICES\COO_V12_AutonomousCompany.js","15","instantly","instantly: null,"
"SERVICES\COO_V12_AutonomousCompany.js","116","INSTANTLY","? ""INSTANTLY"""
"SERVICES\COO_V12_AutonomousCompany.js","148","INSTANTLY","if (op.type === ""INSTANTLY"" && this.executors.instantly) {"
"SERVICES\COO_V12_AutonomousCompany.js","149","instantly","results.push(await this.executors.instantly(op.payload));"
"SERVICES\COO_V9_ExecutionLayer.js","20","GMAIL","// ðŸ“¬ GMAIL EXECUTOR"
"SERVICES\COO_V9_ExecutionLayer.js","25","Gmail","return { ok: false, reason: ""Gmail disabled"" };"
"SERVICES\COO_V9_ExecutionLayer.js","28","Gmail","// PLACEHOLDER: replace with Gmail API / OAuth later"
"SERVICES\COO_V9_ExecutionLayer.js","58","INSTANTLY","// âš¡ INSTANTLY EXECUTOR"
"SERVICES\COO_V9_ExecutionLayer.js","63","Instantly","return { ok: false, reason: ""Instantly disabled"" };"
"SERVICES\DealClosureEngine.js","192","instantly","if (!this.connectors?.instantly) return;"
"SERVICES\DealClosureEngine.js","194","instantly","return await this.connectors.instantly.run({"
"SERVICES\DecisionEngine.js","165","Instantly","connector: ""Instantly"","
"SERVICES\DecisionEngine.js","192","Instantly","connector: ""Instantly"","
"SERVICES\DecisionEngine.js","282","instantly","if (/marketing|instantly|campaign|email|outbound/.test(text)) {"
"SERVICES\EngineeringImprovementService.js","108","instantly","/PROVIDER_BY_CAPABILITY|resolveProvider|\/orion|\/website|\/instantly/i.test(text),"
"SERVICES\EngineeringImprovementService.js","139","Instantly","""Planner inspection detected provider/action routing expressions such as regex-based ORION, Website, Instantly, or resolveProvider logic."","
"SERVICES\EngineeringPlannerService.js","131","instantly","if (/marketing|instantly|campaign/.test(text)) {"
"SERVICES\EngineeringPlannerService.js","141","INSTANTLY","""CONNECTORS/INSTANTLY/instantly.js"","
"SERVICES\ExecutionPlannerService.js","11","instantly","if (/instantly|campaign|outbound|email|inbox|warmup|bounce/.test(text)) return ""instantly"";"
"SERVICES\ExecutionPlannerService.js","12","google","if (/google workspace|mailbox|alias|user|group/.test(text)) return ""google_workspace"";"
"SERVICES\ExecutionPlannerService.js","13","namecheap","if (/namecheap|dns|spf|dkim|dmarc|domain/.test(text)) return ""namecheap"";"
"SERVICES\ExecutionPlannerService.js","14","ionos","if (/website|page|publish|seo|ionos|wordpress/.test(text)) return ""website"";"
"SERVICES\ExecutionPlannerService.js","15","sqlite","if (/orion|contractor|buyer|vehicle|dataset|sqlite/.test(text)) return ""orion"";"
"SERVICES\ExecutionPlannerService.js","22","instantly","if (provider === ""instantly"") {"
"SERVICES\ExecutionPlannerService.js","30","namecheap","if (provider === ""namecheap"") return /spf/.test(text) ? ""VERIFY_SPF"" : /dkim/.test(text) ? ""VERIFY_DKIM"" : /dmarc/.test(text) ? ""VERIFY_DMARC"" : ""LIST_DOMAINS"";"
"SERVICES\ExecutionRouterService.js","37","GMAIL","case ""GMAIL"":"
"SERVICES\ExecutionRouterService.js","45","INSTANTLY","// âš¡ INSTANTLY ROUTING"
"SERVICES\ExecutionRouterService.js","46","INSTANTLY","case ""INSTANTLY"":"
"SERVICES\ExecutionRouterService.js","48","instantly","if (!this.connectors?.instantly) {"
"SERVICES\ExecutionRouterService.js","49","INSTANTLY","return this.fail(""INSTANTLY connector missing"", action);"
"SERVICES\ExecutionRouterService.js","52","instantly","return await this.connectors.instantly.run(action.payload);"
"SERVICES\ExecutiveBriefService.js","55","Instantly","action: ""Review paused Instantly campaigns and determine which should be resumed."","
"SERVICES\ExecutiveDashboardService.js","251","Instantly","<h2>Marketing / Instantly</h2>"
"SERVICES\ExecutiveIntelligenceService.js","59","Instantly","name: ""Instantly"","
"SERVICES\ExecutiveIntelligenceService.js","74","Google","name: ""Google"","
"SERVICES\GoogleWorkspaceProviderController.js","7","Google","name: ""Google Workspace"","
"SERVICES\InstantlyActionBridgeService.js","4","Instantly","* EXEC_003 Instantly Action Bridge Service"
"SERVICES\InstantlyActionBridgeService.js","8","Instantly","* Bridges Action Engine records to the Instantly live provider controller."
"SERVICES\InstantlyActionBridgeService.js","13","instantly","const instantly = require(""./InstantlyLiveProviderController"");"
"SERVICES\InstantlyActionBridgeService.js","27","INSTANTLY","id: action.id || `INSTANTLY-ACTION-${Date.now()}`,"
"SERVICES\InstantlyActionBridgeService.js","28","instantly","provider: ""instantly"","
"SERVICES\InstantlyActionBridgeService.js","39","instantly","const connection = await instantly.connect();"
"SERVICES\InstantlyActionBridgeService.js","40","instantly","const execution = await instantly.execute(action);"
"SERVICES\InstantlyActionBridgeService.js","41","instantly","const verification = await instantly.verify(action, execution);"
"SERVICES\InstantlyActionBridgeService.js","53","instantly","provider: ""instantly"","
"SERVICES\InstantlyActionBridgeService.js","77","instantly","found = records.find(r => String(r.provider || r.actionRecord?.provider || """").toLowerCase() === ""instantly"");"
"SERVICES\InstantlyActionBridgeService.js","80","instantly","return await this.run(found || { provider: ""instantly"", operation: ""HEALTH_CHECK"", payload: {} });"
"SERVICES\InstantlyApiClient.js","4","Instantly","* EXEC_003 Instantly API Client"
"SERVICES\InstantlyApiClient.js","8","Instantly","* Low-level Instantly API transport used by Miles provider controllers."
"SERVICES\InstantlyApiClient.js","14","instantly","* - INSTANTLY_BASE_URL default: https://api.instantly.ai/api/v2"
"SERVICES\InstantlyApiClient.js","19","instantly","this.baseUrl = String(options.baseUrl || process.env.INSTANTLY_BASE_URL || ""https://api.instantly.ai/api/v2"").replace(/\/+$/, """");"
"SERVICES\InstantlyApiClient.js","42","instantly","provider: ""instantly"","
"SERVICES\InstantlyApiClient.js","73","instantly","provider: ""instantly"","
"SERVICES\InstantlyApiClient.js","78","Instantly","message: response.ok ? ""Instantly API request succeeded."" : ""Instantly API request failed."""
"SERVICES\InstantlyApiClient.js","84","instantly","provider: ""instantly"","
"SERVICES\InstantlyApiClient.js","89","Instantly","message: ""Instantly API request failed before completion."""
"SERVICES\InstantlyControlledWriteService.js","8","instantly","this.provider = ""instantly"";"
"SERVICES\InstantlyControlledWriteService.js","87","instantly","const endpoint = ""https://api.instantly.ai/api/v2/campaigns"";"
"SERVICES\InstantlyControlledWriteService.js","155","instantly","const endpoint = `https://api.instantly.ai/api/v2/campaigns/${campaignId}`;"
"SERVICES\InstantlyLiveIntegrationService.js","3","Instantly","/** EXEC_003 Instantly Live Integration Service - Complete replacement file. */"
"SERVICES\InstantlyLiveIntegrationService.js","7","instantly","const instantly = require(""./InstantlyLiveProviderController"");"
"SERVICES\InstantlyLiveIntegrationService.js","23","instantly","result = await instantly.execute({ operation: mode, payload: input.payload || {} });"
"SERVICES\InstantlyLiveIntegrationService.js","32","instantly","status: instantly.status(),"
"SERVICES\InstantlyLiveIntegrationService.js","35","instantly","credentialsPresent: instantly.status().credentialsPresent,"
"SERVICES\InstantlyLiveIntegrationService.js","36","instantly","writeEnabled: instantly.status().writeEnabled,"
"SERVICES\InstantlyLiveIntegrationService.js","37","instantly","executable: instantly.status().executable,"
"SERVICES\InstantlyLiveIntegrationService.js","49","Instantly","return `# EXEC_003 Instantly Live Integration Report\n\nGenerated: ${state.generatedAt}\n\nCredentials Present: ${state.summary.credentialsPresent}\nWrite Enabled: ${state.summary.writeEnabled}\nExecutable: ${state.summary.executable}\nResult Status: ${state.summary.resultStatus}\n\n## Notes\n\n- Read operations are enabled when INSTANTLY_API_KEY is configured.\n- Write operations require INSTANTLY_WRITE_ENABLED=true.\n- All live operations write audit records to DATA/instantly_live.\n`;"
"SERVICES\InstantlyLiveProviderController.js","4","Instantly","* EXEC_003 Instantly Live Provider Controller"
"SERVICES\InstantlyLiveProviderController.js","8","Instantly","* Gives Miles a real Instantly execution surface behind the Action Engine."
"SERVICES\InstantlyLiveProviderController.js","30","instantly","this.provider = ""instantly"";"
"SERVICES\InstantlyLiveProviderController.js","31","Instantly","this.providerName = ""Instantly"";"
"SERVICES\InstantlyLiveProviderController.js","95","Instantly","result = { ok: false, status: ""UNSUPPORTED_OPERATION"", message: `Unsupported Instantly operation: ${operation}` };"
"SERVICES\InstantlyProviderCompatibilityService.js","4","Instantly","* EXEC_006 Instantly Provider Compatibility Service"
"SERVICES\InstantlyProviderCompatibilityService.js","9","instantly","* no longer fail with errors like `instantly.listCampaigns is not a function`."
"SERVICES\InstantlyProviderCompatibilityService.js","14","instantly","this.baseUrl = process.env.INSTANTLY_API_BASE_URL || ""https://api.instantly.ai/api/v2"";"
"SERVICES\InstantlyProviderCompatibilityService.js","20","instantly","provider: ""instantly"","
"SERVICES\InstantlyProviderCompatibilityService.js","21","Instantly","providerName: ""Instantly"","
"SERVICES\InstantlyProviderCompatibilityService.js","38","Instantly","message: status.credentialsPresent ? ""Instantly API key detected."" : ""INSTANTLY_API_KEY is not configured."""
"SERVICES\InstantlyProviderCompatibilityService.js","44","instantly","return { ok: false, provider: ""instantly"", action: ""HEALTH_CHECK"", status: ""MISSING_CREDENTIALS"", message: ""INSTANTLY_API_KEY is not configured."" };"
"SERVICES\InstantlyProviderCompatibilityService.js","47","instantly","return { ok: response.ok, provider: ""instantly"", action: ""HEALTH_CHECK"", status: response.ok ? ""READY"" : ""ERROR"", result: response, generatedAt: new Date().toISOString() };"
"SERVICES\InstantlyProviderCompatibilityService.js","62","instantly","return { ok: campaigns.ok, action: ""GENERATE_CAMPAIGN_REPORT"", provider: ""instantly"", generatedAt: new Date().toISOString(), campaigns };"
"SERVICES\InstantlyProviderCompatibilityService.js","77","instantly","return { ok: true, provider: ""instantly"", operation, status: ""SAFE_MODE_WRITE_DISABLED"", executed: false, verified: false, payloadPreview: payload || {}, message: ""Set INSTANTLY_WRITE_ENABLED=true for controlled live writes."" };"
"SERVICES\InstantlyProviderCompatibilityService.js","79","instantly","return { ok: false, provider: ""instantly"", operation, status: ""WRITE_NOT_IMPLEMENTED_IN_COMPATIBILITY_LAYER"", executed: false, verified: false, message: ""Use EXEC_004 controlled write service for Instantly writes."" };"
